ID,Date,Video Type,tag_map,partido_map,match_map,content_type_map,Impressions,Likes,Comments,Shares,Video Views,Interactions,Avg_percentage_viewed,Watch_time_hours,Ingresos
******bpo9U,29-06-2024,Video,tag_4,partido115,match17,content2,32060,12,1,1,1613,14,0.6327,13.6075,0
******uz6OA,29-06-2024,Video,tag_2,partido164,match21,content2,35107,9,1,0,1696,10,0.6228,17.8979,0
******hzmPc,29-06-2024,Video,tag_2,partido164,match21,content2,32080,6,3,0,1964,9,0.628,15.074,0
******WABu0,29-06-2024,Short,tag_2,partido164,match21,content2,26562,88,2,1,4082,91,0.611,22.8625,0
******CINpo,29-06-2024,Short,tag_2,partido164,match21,content2,8885,15,0,0,1143,15,0.4394,5.5809,0
******04u8g,29-06-2024,Short,tag_2,partido72,match21,content6,1618,2,0,0,93,2,0.4731,0.5011,0
******jsKeQ,29-06-2024,Short,tag_2,partido72,match21,content6,38721,169,1,2,7489,172,0.705,76.265,0
******uOwS8,29-06-2024,Short,tag_2,partido72,match21,content6,9680,12,0,0,918,12,0.4292,5.2535,0
******QDx0o,29-06-2024,Video,tag_2,partido72,match21,content6,89123,44,1,3,8181,48,0.6277,178.3012,0
******_EV8A,29-06-2024,Short,tag_2,partido72,match21,content6,25111,42,1,0,3256,43,0.4572,21.0914,0
******_iSRo,29-06-2024,Short,tag_2,partido72,match21,content6,19609,85,2,0,4370,87,0.6082,40.6043,0
******jG8Wk,29-06-2024,Video,tag_2,partido72,match21,content6,47939,48,9,0,3341,57,0.5436,73.6589,0
******f3Ows,29-06-2024,Video,tag_2,partido72,match21,content7,42767,21,2,0,2182,23,0.4821,37.9868,0
******KDTLw,29-06-2024,Video,tag_4,partido89,match18,content7,139613,112,43,5,14655,160,0.1259,979.2045,87.717
******8ENvs,29-06-2024,Video,tag_4,partido37,match17,content9,2983624,2684,231,280,332402,"3,195",0.649,34814.2738,4125.133
******suOiM,29-06-2024,Video,tag_2,partido72,match21,content9,3367639,3208,141,185,410393,"3,534",0.6283,58515.1845,5629.409
******QXJbY,29-06-2024,Video,tag_4,partido115,match17,content9,3775150,3241,178,222,452213,"3,641",0.5807,65433.6004,6769.339
******JisoA,29-06-2024,Video,tag_2,partido164,match21,content9,2029803,2827,164,208,308524,"3,199",0.6649,29118.0592,3441.067
******_m4Ac,29-06-2024,Short,tag_2,partido72,match21,content10,23293,52,1,0,1730,53,0.4534,11.9837,0
******r1KeE,29-06-2024,Short,tag_2,partido72,match21,content10,14905,42,1,0,2578,43,0.5044,18.4224,0
******BkMeU,29-06-2024,Video,tag_2,partido72,match21,content10,121716,75,6,3,11849,84,0.5798,471.3362,46.541
******vqT6A,29-06-2024,Video,tag_2,partido72,match21,content10,77076,57,3,12,6629,72,0.5519,148.3681,0
******Zkq6o,29-06-2024,Video,tag_2,Ninguno,Ninguno,content10,65764,18,1,5,2987,24,0.4317,84.5257,0
******-oE3s,29-06-2024,Short,tag_4,partido115,match17,content10,14724,56,0,0,2760,56,0.6542,13.0403,0
******4VWjE,29-06-2024,Video,tag_4,partido115,match17,content10,54397,39,4,10,4029,53,0.6277,52.6841,0
******11fa4,29-06-2024,Short,tag_4,partido115,match17,content10,19180,204,2,4,8992,210,0.479,67.001,0
******IMz7M,29-06-2024,Video,tag_4,partido115,match17,content10,56568,64,13,15,6311,92,0.5501,99.3304,0
******HHT7Y,29-06-2024,Video,tag_4,partido115,match17,content10,53367,44,4,7,5006,55,0.5219,84.9094,0
******ZYfyE,29-06-2024,Short,tag_4,partido115,match17,content10,21719,81,5,1,3857,87,0.7175,18.4483,0
******omExQ,29-06-2024,Short,tag_4,partido115,match17,content10,62454,182,7,1,12253,190,0.4739,96.7759,0
******iQ8DA,29-06-2024,Video,tag_4,partido115,match17,content10,153757,68,7,19,12476,94,0.5575,457.8688,47.943
******VKtlM,29-06-2024,Short,tag_4,partido115,match17,content10,20005,149,1,4,7829,154,0.5641,67.4748,0
******rbun4,29-06-2024,Video,tag_4,partido115,match17,content10,48707,74,5,23,5711,102,0.6788,69.9982,0
******YJAYg,29-06-2024,Video,tag_2,partido164,match21,content10,102448,36,1,1,11641,38,0.4733,278.5379,45.283
******GclRE,29-06-2024,Short,tag_2,partido164,match21,content10,14870,35,0,4,1256,39,0.7238,6.0609,0
******rGOwM,29-06-2024,Short,tag_2,partido164,match21,content10,11545,43,2,1,1652,46,0.6266,6.9014,0
******ZjhCs,29-06-2024,Video,tag_2,partido164,match21,content10,71886,84,8,32,9948,124,0.6501,152.6877,0
******9qTsg,29-06-2024,Video,tag_2,partido164,match21,content10,63054,88,4,13,7952,105,0.5964,106.7131,0
******hBgrA,29-06-2024,Video,tag_2,partido72,match21,content11,435411,223,29,14,44591,266,0.5489,3589.5427,354.217
******IvNdE,29-06-2024,Video,tag_4,partido115,match17,content11,836172,574,53,28,104993,655,0.5299,8515.2039,746.23
******14bQY,29-06-2024,Video,tag_2,partido72,match21,content14,25663,9,1,0,897,10,0.5112,7.0057,0
******1vdZ4,29-06-2024,Video,tag_2,partido72,match21,content14,25710,11,1,2,877,14,0.5616,6.4302,0
******kTJqo,29-06-2024,Video,tag_4,partido115,match17,content14,29707,14,3,0,1029,17,0.5475,8.2942,0
******xz_BM,29-06-2024,Short,tag_4,partido115,match17,content14,46722,304,7,5,26727,316,0.561,245.7267,0
******lDyKM,29-06-2024,Video,tag_4,partido115,match17,content14,198421,120,22,37,21817,179,0.6204,642.901,88.677
******ZGWaA,29-06-2024,Short,tag_2,partido164,match21,content14,12452,26,1,0,1025,27,0.5592,4.1399,0
******l3Fq0,29-06-2024,Video,tag_2,partido164,match21,content14,36689,13,1,2,1929,16,0.5653,17.2657,0
******fxX0E,29-06-2024,Short,tag_4,partido89,match18,content15,271112,913,21,34,41044,968,0.677,463.0799,0
******leTmY,29-06-2024,Video,tag_4,Ninguno,Ninguno,content15,177392,144,47,3,20743,194,0.367,4840.3289,289.437
******9bL2A,29-06-2024,Video,tag_4,Ninguno,Ninguno,content15,79584,55,1,4,4532,60,0.1464,447.2238,0
******HjOGI,29-06-2024,Short,tag_2,partido164,match21,content17,27756,60,1,1,1999,62,0.4572,13.9637,0
******KWtuk,29-06-2024,Short,tag_4,partido115,match17,content19,303473,755,75,27,45439,857,0.7487,557.5735,0
******QQdKY,29-06-2024,Video,tag_4,partido115,match17,content19,101656,60,8,2,10139,70,0.5281,300.4283,0
******W1Vxc,29-06-2024,Short,tag_2,partido72,match21,content22,12063,59,1,1,2309,61,0.5136,12.5167,0
******9zofE,29-06-2024,Short,tag_4,partido115,match17,content22,9449,39,3,2,1483,44,0.6061,13.4823,0
******egBXw,29-06-2024,Video,tag_2,partido72,match21,content23,207938,193,17,20,28015,230,0.4222,1202.3704,124.584
******Le608,29-06-2024,Short,tag_2,partido72,match21,content23,36811,33,0,5,1089,38,0.6138,7.4274,0
******QngVA,29-07-2024,Short,Ninguno,partido104,match7,content2,43941,93,1,1,4331,95,58.45,33.7525,0.958
******eBavQ,29-07-2024,Short,tag_3,Ninguno,Ninguno,content2,22505,53,0,0,4115,53,81.39,19.5367,0.922
******S_e3g,29-07-2024,Short,Ninguno,Ninguno,Ninguno,content6,67773,181,6,6,21047,193,63.17,169.8988,4.736
******PhxMA,29-07-2024,Short,Ninguno,Ninguno,Ninguno,content14,46463,95,3,4,7852,102,79.98,40.1206,1.739
******B93Cg,29-07-2024,Short,Ninguno,Ninguno,Ninguno,content15,14262,43,1,1,2052,45,84.19,13.9161,0.454
******q1r9o,29-08-2024,Short,tag_1,partido165,Ninguno,content10,35336,111,7,4,6294,122,58.92,57.6835,1.889
******9nOXo,30-06-2024,Short,tag_4,partido14,match18,content2,25552,53,1,0,4516,54,0.4625,30.7511,0
******ROhk0,30-06-2024,Short,tag_4,partido14,match18,content2,20844,69,0,0,3067,69,0.5163,20.6749,0
******zsTSM,30-06-2024,Video,tag_4,partido14,match18,content2,41953,24,1,1,2579,26,0.621,29.8048,0
******xlgHU,30-06-2024,Video,tag_4,partido14,match18,content2,61216,31,4,0,4301,35,0.6938,74.6029,0
******_zVww,30-06-2024,Video,tag_2,partido158,match21,content2,35975,19,1,5,2388,25,0.5897,18.7753,0
******c2qsc,30-06-2024,Short,tag_2,partido158,match21,content2,10318,33,0,0,1624,33,0.5679,8.4539,0
******2gejY,30-06-2024,Video,tag_2,partido158,match21,content2,31389,19,1,4,2161,24,0.5619,14.8398,0
******lxZL8,30-06-2024,Short,tag_2,partido59,match21,content3,25638,44,0,2,2965,46,0.4114,20.328,0
******dfdFE,30-06-2024,Short,tag_2,partido59,match21,content4,8236,35,1,0,913,36,0.4514,6.7546,0
******M8xW4,30-06-2024,Video,tag_4,partido14,match18,content6,47094,15,1,13,2836,29,0.6588,33.7343,0
******F9O_g,30-06-2024,Short,tag_4,partido14,match18,content6,28534,81,2,0,8752,83,0.611,63.8728,0
******Vsm1g,30-06-2024,Video,tag_4,partido28,match18,content6,75353,35,7,1,5241,43,0.6331,68.2101,0
******zsa5g,30-06-2024,Video,tag_4,partido28,match18,content6,116343,100,66,57,17100,223,0.6828,356.7575,58.389
******kzlYU,30-06-2024,Short,tag_4,partido28,match18,content6,69965,259,8,8,14064,275,0.7432,142.2594,0
******WfIoQ,30-06-2024,Short,tag_4,partido28,match18,content6,91386,84,2,0,4982,86,0.6687,28.6889,0
******4Bf7c,30-06-2024,Short,tag_2,partido59,match21,content6,18492,53,2,0,2758,55,0.6551,12.5461,0
******CBsQk,30-06-2024,Video,tag_2,partido59,match21,content6,65003,24,1,4,5974,29,0.5755,110.7784,0
******GOiUE,30-06-2024,Video,tag_4,partido14,match18,content9,3425837,2865,177,209,370845,"3,251",0.6175,45674.9918,4581.541
******nH6D0,30-06-2024,Video,tag_4,partido28,match18,content9,2026263,1537,154,64,259562,"1,755",0.6567,24905.8885,2422.011
******72hRU,30-06-2024,Video,tag_2,partido59,match21,content9,2738346,3610,121,329,391739,"4,060",0.6111,55130.8815,4753.213
******PGVR8,30-06-2024,Video,tag_2,partido158,match21,content9,3321835,3881,165,262,445191,"4,308",0.6513,64755.848,5153.327
******jxmHA,30-06-2024,Short,tag_4,partido14,match18,content10,79253,149,10,8,8066,167,0.6973,43.7434,0
******pbs4M,30-06-2024,Video,tag_4,partido14,match18,content10,76294,45,13,18,6826,76,0.6613,132.9154,0
******eD3ew,30-06-2024,Video,tag_4,partido14,match18,content10,81354,106,14,30,9101,150,0.6489,145.9965,0
******4ZNK4,30-06-2024,Short,tag_2,partido14,match18,content10,39008,130,3,4,4763,137,0.7038,23.279,0
******FC7pI,30-06-2024,Video,tag_2,partido59,match21,content10,111312,115,15,11,14923,141,0.5818,260.4572,56.425
******ODyGs,30-06-2024,Short,tag_2,partido59,match21,content10,43765,129,2,2,5044,133,0.7668,24.7105,0
******jeT3w,30-06-2024,Short,tag_2,partido59,match21,content10,44269,391,3,52,11442,446,0.8593,65.5452,0
******Mxio4,30-06-2024,Video,tag_2,partido59,match21,content10,102023,154,10,26,18037,190,0.6005,243.7185,45.864
******HoKYc,30-06-2024,Video,tag_2,partido59,match21,content10,425693,1024,72,718,87153,"1,814",0.7493,1614.366,420.189
******zQjwk,30-06-2024,Short,tag_2,partido59,match21,content10,15645,49,1,1,2048,51,0.6744,10.3591,0
******seIuM,30-06-2024,Video,tag_4,Ninguno,Ninguno,content10,96379,20,2,0,4285,22,0.3119,308.5236,0
******CugCM,30-06-2024,Video,tag_2,partido158,match21,content10,93205,98,8,22,13273,128,0.6169,229.7397,0
******szxYg,30-06-2024,Short,tag_2,partido158,match21,content10,20118,127,5,1,4916,133,0.8539,30.3167,0
******1K8GA,30-06-2024,Video,tag_2,partido158,match21,content10,92076,116,7,13,11350,136,0.6112,210.054,0
******r5TQI,30-06-2024,Short,tag_2,partido158,match21,content10,40731,168,3,10,7922,181,0.7889,46.8734,0
******u5UUc,30-06-2024,Short,tag_2,partido158,match21,content10,20281,80,2,0,4877,82,0.7103,24.0576,0
