ID,Date,Video Type,tag_map,partido_map,match_map,content_type_map,Impressions,Likes,Comments,Shares,Video Views,Interactions,Avg_percentage_viewed,Watch_time_hours,Ingresos
******YV-Ko,15-07-2024,Short,tag_4,partido12,match1,content20,61704,712,14,60,22214,786,0.9748,174.4443,0
******YV-Ko,15-07-2024,Short,tag_4,partido12,match1,content20,65147,724,14,61,23096,799,98.02,182.3761,5.073
******1goAI,15-07-2024,Short,tag_4,partido12,match1,content22,10611,117,29,81,6709,227,1.103,30.8333,0
******Rmj7Y,15-07-2024,Video,tag_4,partido12,match1,content22,789081,623,528,955,131627,"2,106",0.3725,5434.1246,348.202
******-XZPE,15-07-2024,Short,tag_4,partido12,match1,content22,86044,323,67,117,16868,507,0.7793,153.356,0
******zI5Us,15-07-2024,Video,tag_4,partido12,match1,content22,91006,152,45,53,12017,250,0.5761,151.9266,0
******QC5QY,15-07-2024,Short,tag_4,partido12,match1,content22,23139,301,93,35,11146,429,0.7481,92.6457,0
******iFbFM,15-07-2024,Video,tag_4,partido12,match1,content23,203259,439,49,105,29170,593,0.5155,609.8868,124.344
******rt_Lw,15-07-2024,Short,tag_4,partido12,match1,content23,288407,1053,18,83,36027,"1,154",0.712,427.4965,0
******EDc4w,15-07-2024,Short,tag_4,partido12,match1,content23,107749,296,9,11,18714,316,0.8176,106.249,0
******TJsE0,15-08-2024,Short,Ninguno,partido45,Ninguno,content5,17970,38,1,0,3153,39,55.30,24.7021,0.896
******2bg3A,15-08-2024,Short,Ninguno,partido2,Ninguno,content6,38759,111,10,6,6714,127,62.80,69.0968,1.806
******qXFEc,15-08-2024,Short,Ninguno,Ninguno,Ninguno,content15,20009,48,2,0,3194,50,60.42,28.9496,0.911
******odWdw,16-06-2024,Short,tag_2,partido120,match16,content2,14421,54,1,0,2744,55,0.5248,16.4013,0
******e4B50,16-06-2024,Video,tag_2,partido120,match16,content2,37788,22,0,2,1336,24,0.5564,9.7046,0
******claFY,16-06-2024,Video,tag_2,partido120,match16,content2,32287,12,0,0,786,12,0.5834,8.1521,0
******TfbZY,16-06-2024,Video,tag_2,partido120,match16,content2,37204,9,0,2,1068,11,0.5552,8.7302,0
******tkbiA,16-06-2024,Video,tag_2,partido148,match16,content2,62072,11,1,3,1471,15,0.6685,10.6524,0
******i4poA,16-06-2024,Short,tag_2,partido148,match16,content2,39999,33,0,1,2037,34,0.3714,11.3477,0
******7O03I,16-06-2024,Video,tag_2,partido152,match16,content2,40226,11,0,0,944,11,0.5524,9.4148,0
******I5Zh8,16-06-2024,Short,tag_2,partido152,match16,content2,24826,72,1,0,5119,73,0.4914,30.7466,0
******RxaWo,16-06-2024,Video,tag_4,Ninguno,Ninguno,content4,53793,23,17,1,2139,41,0.3925,31.4819,0
******t2yyE,16-06-2024,Video,tag_2,partido152,match16,content4,124339,48,4,3,4692,55,0.4113,233.7483,0
******wo4yI,16-06-2024,Short,tag_2,partido152,match16,content4,27879,219,0,21,6750,240,0.5351,59.1972,0
******ByQ7g,16-06-2024,Video,tag_2,partido120,match16,content9,4261717,3851,127,242,537019,"4,220",0.6201,84362.5839,4439.063
******eMwBw,16-06-2024,Video,tag_2,partido148,match16,content9,1872041,2412,70,143,261862,"2,625",0.648,25875.6645,2109.435
******B-kXM,16-06-2024,Video,tag_2,partido152,match16,content9,2026390,1687,35,84,254302,"1,806",0.6405,35017.0254,2431.596
******oifqQ,16-06-2024,Video,tag_2,partido120,match16,content10,45762,25,5,9,2722,39,0.5934,34.0968,0
******habv0,16-06-2024,Video,tag_2,partido120,match16,content10,42318,36,0,5,2610,41,0.5596,36.9228,0
******o7fas,16-06-2024,Short,tag_2,partido120,match16,content10,14730,65,0,0,4269,65,0.3638,21.9995,0
******F9HhM,16-06-2024,Video,tag_2,partido120,match16,content10,42979,33,0,5,2861,38,0.5622,31.2781,0
******wgfEY,16-06-2024,Short,tag_2,partido120,match16,content10,21654,58,0,3,3086,61,0.3908,19.7662,0
******ddTWM,16-06-2024,Short,tag_2,partido120,match16,content10,11095,31,0,0,1348,31,0.3601,8.0907,0
******CMZG0,16-06-2024,Video,tag_2,partido148,match16,content10,150568,437,22,110,26213,569,0.6359,407.4403,99.545
******auZbc,16-06-2024,Short,tag_2,partido148,match16,content10,49479,224,3,11,7488,238,0.6694,50.1276,0
******_an0Q,16-06-2024,Short,tag_2,partido152,match16,content10,13583,61,0,2,1865,63,0.3725,11.3861,0
******GkZ8k,16-06-2024,Short,tag_2,partido152,match16,content10,19909,93,0,4,3964,97,0.5535,33.5234,0
******ratxk,16-06-2024,Video,tag_2,partido152,match16,content10,77745,72,3,19,5690,94,0.6394,86.9117,0
******9-1So,16-06-2024,Video,tag_2,partido152,match16,content10,63217,22,2,10,3049,34,0.5556,69.6433,0
******XyF30,16-06-2024,Short,tag_2,partido120,match16,content14,19738,81,0,0,3411,81,0.6282,27.9733,0
******g31lQ,16-06-2024,Video,tag_2,partido120,match16,content14,26850,5,0,0,414,5,0.5015,2.7683,0
******vcVng,16-06-2024,Video,tag_2,partido120,match16,content14,31338,7,0,0,650,7,0.5048,4.0108,0
******bibN8,16-06-2024,Short,tag_2,partido120,match16,content14,13343,24,1,0,1236,25,0.4254,5.8421,0
******1EJVk,16-06-2024,Video,tag_2,partido120,match16,content14,33299,11,0,1,952,12,0.5629,6.4003,0
******h8eWI,16-06-2024,Short,tag_2,partido120,match16,content14,17706,41,1,0,2250,42,0.5034,11.0123,0
******y5iWg,16-06-2024,Video,tag_2,partido120,match16,content14,28635,8,0,2,693,10,0.5391,5.0846,0
******u3qX4,16-06-2024,Video,tag_2,partido148,match16,content14,56355,19,1,3,2355,23,0.6778,13.7449,0
******J_POE,16-06-2024,Video,tag_2,partido152,match16,content14,41577,7,0,0,823,7,0.546,7.3647,0
